N,R,T,M,A,S,S_am,max,skew_a,skew_g
577646,0.016548049893262327,0.01862114236031805,0.9316381365079156,-0.019410164545355074,10.24068972553821,9801,2111,31.046350565484733,2.8618614286625395
574876,0.18664112890465517,0.11847669058832161,0.35775743855862574,0.1307342503821085,5.607411385606874,9310,139,1.691728839927415,1.509942966226685
575267,0.7198461688177151,0.10955035850154332,0.36144882426170194,0.12071146520076144,5.391082542597694,9801,90,1.0535467638136244,1.235045777956537
553897,0.7873412494142699,0.1501463675446435,0.8910772419410041,0.22032877747676893,8.388537856113514,9021,460,4.667271633117954,1.2099578208007986
575508,0.6208940070687036,0.10520272226632339,0.3455997657085209,0.1156480335367498,5.551010101010101,9900,90,1.040004494856967,1.184094303185167
575209,0.1268305619989314,0.04858765751450339,0.8876488275436268,0.04889535357918178,8.069895833333334,9600,1745,16.404832040724205,3.3576685050528057
576275,0.04361800712027902,0.0988485100457397,0.29624209882477753,0.09655963620074104,5.734268707482993,9408,155,1.7891867630394578,1.9839715308752466
570162,0.7634859545301371,0.1501458522950918,0.45954837230266243,0.14845765029393362,5.592631578947368,9500,111,1.396775637028539,1.5047818993370534
576206,0.5333078022223537,0.09600987347344567,0.3175592678812675,0.10924577062695504,5.515674310961498,9506,86,1.034923493226818,1.2368448580258404
577086,0.5496142752983295,0.07432745703040973,0.27638319378861564,0.09289384836678426,5.412061855670103,9700,78,0.8163858386335598,1.0885299503390924
576994,0.04174343907497525,0.07817959453873806,0.2387508281315834,0.0750586378885592,5.556969696969697,9900,121,1.4851858774929703,1.865162028871401
572857,0.47324339867614246,0.13430073147941163,0.4102464261290732,0.13958692148898896,5.45629295532646,9312,117,1.3480846413233893,1.3264207250323548
568844,0.6874738407693293,0.1655361322786709,0.48380450050052004,0.15927946480512867,5.600394996708361,9114,127,1.5220728264084566,1.5195363354070612
573508,0.04960670580974139,0.054153568872243145,0.8886719277496371,0.025768357790047366,8.57134489222118,8536,2081,16.71436563692197,11.008940411165801
577384,0.43795027642171286,0.02807040107853559,0.9032873257011292,-0.006594285885097406,8.074,10000,1401,25.95446930800103,1.8221676446749602
573189,0.6522971982090711,0.12836633634762043,0.4069796732389286,0.134649962613506,5.511414141414141,9900,109,1.2401901083035707,1.4159028333459163
577695,0.20832963659621234,0.009989784401545233,0.1980444251890361,0.06988430945182614,5.4117,10000,69,0.34011320549494123,0.8330545573520352
572973,0.4736350580719607,0.13445058152306297,0.41064756126823054,0.14108393873027106,5.578018707482993,9408,140,1.3461447266056532,1.3451020942831686
574572,0.4736544699012442,0.1162305601770125,0.3685476191008171,0.12761692722924436,5.418827449755285,9603,106,1.2399053633753432,1.474712096750218
577414,0.14235039582352246,0.06062700107392949,0.2597535170429351,0.07199733340281933,5.475053565962657,9801,77,0.982759659437521,1.3834625907271774
568657,0.6492581439590602,0.08316793317136449,0.8832109203279148,0.08547652620760009,7.73523664785063,9212,629,7.145690601646005,1.4307967626027536
577598,0.057642615320219394,0.025329906753509632,0.9198812050774298,-0.015871661129028884,8.835510204081633,9800,2285,29.891190235676646,20.40264577728044
575231,0.721957349019222,0.10975799347048765,0.36232901520769706,0.12295884644641729,5.467878787878788,9900,96,1.0668178469555443,1.2199135094013385
569138,0.7041191240655013,0.1625687998783388,0.47899925680817274,0.15563909616190466,5.65937302756154,9506,161,1.5016669166548477,1.514516396837427
574496,0.47315186897776945,0.11656553181061392,0.36883616269132413,0.1275872050849733,5.479850046860356,9603,110,1.239118736025096,1.4277619540886282
575549,0.6220994508337558,0.10512895000678972,0.3454772996568735,0.11956296694841732,5.498979591836735,9800,89,1.050650031346156,1.30384308760103
564961,0.7782185539042659,0.09743215328512989,0.8874532596557528,0.15185977015896268,7.782777267625752,9801,615,5.713857105027008,1.3154964745193378
577129,0.549281318973928,0.0743192842260646,0.2765236784256571,0.09325342813571759,5.4402,10000,70,0.812198830411352,1.167554069959356
577689,0.13639785183641542,0.009581161072820645,0.18680036345375658,0.06888438863933896,5.3983,10000,70,0.33065022424299845,0.8528447717670338
576849,0.41427985168016374,0.08352353521045343,0.278811596344114,0.09696805500941154,5.403838383838384,9900,87,1.0186636833250193,1.26449012127071
575496,0.33169026825024167,0.10734042467879279,0.3372612401786907,0.12030607079951236,5.455408163265306,9800,113,1.357260652915102,1.602949521483984
574930,0.18596641089257554,0.1181716560123829,0.3573100286904405,0.1307201276332821,5.618160774410774,9504,143,1.7006816104056082,1.6418544338601515
577320,0.43307049944147313,0.06599937905032742,0.2561922436900375,0.08452703612678901,5.4228282828282826,9900,67,0.8045130454873388,1.1273224637332537
577634,0.3778804882429592,0.027251992703028808,0.22210056842950118,0.07458558875557202,5.325858585858586,9900,69,0.45472315405456887,0.8915651234941323
561312,0.4858711790969165,0.11648563267383251,0.8831896355594827,0.14964868676002666,7.8562925170068025,9408,717,7.455072808363192,1.6478306610881854
577688,0.20854746816275965,0.010014968004090812,0.19697782087977378,0.06943912650442248,5.3423,10000,76,0.3377710693512168,0.846971773921491
577621,0.21694417870752106,0.028001970095995844,0.20506363330365854,0.07071907389802812,5.374961738598103,9801,73,0.4895453919657282,0.8737967581248939
577409,0.1424722672479019,0.06069077814588243,0.2613355568379688,0.0713724755374432,5.4735,10000,83,0.9824081608449323,1.3485797663853922
577293,0.43277681970305004,0.06602629079403957,0.25590408866349545,0.08482031491940342,5.401237113402062,9700,75,0.803932570382579,1.078388221924498
577344,0.43779894035391537,0.027886470326979634,0.9056220263374148,-0.00954809669726713,8.1683,10000,1414,26.66169161574036,1.5831030894465228
571521,0.6558062824923495,0.07375896654652499,0.8855547088112621,0.059828373030683765,7.7311894454751595,9702,712,8.503335540133275,1.4945740206848426
574595,0.47398934145462696,0.11635419331950665,0.36852638776868224,0.12774306232100763,5.47989898989899,9900,106,1.2403092732323147,1.3836049042751972
576233,0.5335479366847119,0.09612262601248919,0.3176528588878308,0.10837814471200778,5.363131313131313,9900,84,1.0154931606984143,1.182665918100819
577417,0.1420003534115656,0.06066674780210315,0.26024146421496075,0.07188120439574126,5.5615,10000,77,0.9755501393790732,1.2896946871814776
577426,0.17914888549331676,0.05879198334075366,0.2618971254878835,0.07331505368055552,5.4173,10000,76,0.9071799031372884,1.1840158843542492
573729,0.4401441281078663,0.058639497044809814,0.8875589759683543,0.046637632411893254,7.881443298969073,9700,1067,12.34181728236412,1.645521680499916
577694,0.1633836602393424,0.011945472279603237,0.19182081059159584,0.06930062014183964,5.338989898989899,9900,68,0.35339120155480735,0.8489185036870232
577673,0.14445329731110643,0.026978150368189163,0.1967386717276132,0.07015760684172488,5.4032,10000,75,0.5040949330555872,0.8827493874614831
577686,0.13648953030836122,0.00957140246378973,0.18796241458907934,0.06847805264320164,5.3804040404040405,9900,70,0.3417329273324285,0.8203884563816478
576786,0.10113468702680965,0.08439771386844795,0.256176636599476,0.08442894850297528,5.640606060606061,9900,118,1.5082358646795924,1.5203324587759377
550796,0.722105561965748,0.1683592000427247,0.8889885069272313,0.2329805209846625,8.248805542283803,8372,572,5.197888320577825,1.2892254369080296
577691,0.16423730087417912,0.01424046575394858,0.23459303191492198,0.06991776672995506,5.3813131313131315,9900,68,0.37369073818113085,0.8551694358277162
577688,0.16344254477258366,0.011920391186186373,0.1920606216431414,0.06893089482149171,5.394343434343434,9900,75,0.35387249288759476,0.8338700092394769
576849,0.1011777305388424,0.08453431484262011,0.25604921051848145,0.08500647742580586,5.635154639175258,9700,140,1.4932617235111951,1.656319672771781
576225,0.6247652661943004,0.09497654561652302,0.31989062710768673,0.10963971308524802,5.480359147025814,9801,88,0.9599047177530972,1.2372032352237772
577676,0.21723211513522014,0.028018488068349823,0.24612412172149303,0.07141628918678358,5.3449,10000,65,0.494390343668893,0.9288156093124806
577695,0.13661741787959505,0.009592868565665694,0.188502490835664,0.06824378367224793,5.3463,10000,69,0.3428445880649314,0.8053754029850452
576009,0.46798788101935296,0.048821241208759386,0.8890487854105217,0.017771164031111897,8.116161616161616,9702,1142,16.327247010576876,1.5529395810702522
576427,0.3023548080040542,0.09196284340244143,0.2923925686004501,0.10222074361605948,5.5531632653061225,9800,104,1.2653751551297137,1.2718676232874462
577714,0.11315872409875728,0.011569519136273632,0.18693857916550838,0.0690575528807742,5.373,10000,70,0.3550347569618698,0.8474083310438675
575467,0.3306311017564267,0.1071906311900532,0.33681097949394523,0.11867795261678886,5.5256679991584265,9506,126,1.353168833110644,1.3839216394378049
571419,0.6560210567457695,0.07312119218204512,0.888785650231426,0.05807093742126662,8.033182989690722,9312,740,8.707566556457195,1.4361223268075285
576220,0.16364564039984097,0.09746828641758445,0.2996714917777904,0.10536574436071744,5.552261747913922,9108,127,1.5690291548104227,1.7961937618052533
577601,0.07221267308193317,0.021360167253354146,0.9223455397127247,-0.01629300794259966,9.209090909090909,9900,2185,31.696806814544058,15.496362819823961
575683,0.10766655179673949,0.10726662033222188,0.3244832996078633,0.11294167939210562,5.6411184210526315,9120,154,1.784059148642957,2.564537723562587
575682,0.5662809116529479,0.1032406051123961,0.33806733894484836,0.11552417781055478,5.511544011544012,9702,102,1.0853372553078402,1.241775128252302
575626,0.730911096790554,0.10484657111300773,0.34919070205452873,0.11856282737917877,5.5086,10000,81,1.0101280158385468,1.2763691620999462
576223,0.16399201925678777,0.09762890974288364,0.29986533442614155,0.1045151448209869,5.556701030927835,9603,140,1.5618698025230637,1.6535010128110292
577659,0.1441509883333232,0.0269726718163691,0.1953907331782737,0.06966554682996866,5.431734693877551,9800,68,0.5104879866254625,0.9086535820011762
576848,0.10114130351856444,0.08448117663647199,0.25647471270008204,0.08703907593074758,5.644486098094346,9603,130,1.4926066426303601,1.7410584775774527
575614,0.7302164748210749,0.1045994184888836,0.34880651127764684,0.11798903042398247,5.471414141414141,9900,90,1.0033311871859343,1.2709752428206982
577594,0.19111851434374888,0.02187298269122336,0.9175052769629422,-0.01552072302366964,8.5175,10000,1811,29.04125183010631,2.0375020597175006
571895,0.7315678607619448,0.13897791725651698,0.43461727016728885,0.14536839662325313,5.511649484536083,9700,110,1.317731237954605,1.3549703958324713
577698,0.16333155905143326,0.011932245127209992,0.19268114173936832,0.06926959915821752,5.3684,10000,76,0.3560695093644206,0.8737151559748529
574661,0.32262397113611974,0.11789468493116219,0.36339716870436783,0.1289916105097065,5.468367889420521,9405,115,1.4333769015576991,1.3712597743014936
577670,0.14429204706813503,0.026978115046803603,0.23905992587665656,0.06981739478313123,5.3522,10000,70,0.5000350616819014,0.9457521321174032
575710,0.10770730106449458,0.10761514431254773,0.3248016688768303,0.11308181819260778,5.612959183673469,9800,150,1.7952545406437697,1.9464324512426503
576125,0.16480662921157635,0.09999074960835865,0.3064833455693959,0.10790398794147672,5.541326530612245,9800,143,1.5902014496831274,1.878099161899445
577018,0.2566548840584875,0.0784213767912059,0.2764522958293384,0.0861624924383159,5.5355,10000,88,1.1519735413815746,1.4009931834249687
576825,0.1933912206718199,0.040894611715004865,0.8953344040274038,0.02137296299380113,8.002315789473684,9500,1830,20.804112063193003,2.9956166169487295
576344,0.4246343696854924,0.09480673221111445,0.30739555324547946,0.10714270323637262,5.494285714285715,9800,88,1.1066916792419614,1.2755651598686744
576325,0.3027776627236798,0.09202549901596152,0.292106860027825,0.10245500100022112,5.5246,10000,105,1.250086820513392,1.4183077510034818
576935,0.6714986793366988,0.08080379442407828,0.2949317768302231,0.10071686063373415,5.4403061224489795,9800,69,0.8153475986444039,1.0838376502205733
566264,0.8115285650784911,0.17906318194931437,0.5134204900920658,0.16446270841010757,5.637923301188607,8918,129,1.6133220792712784,1.5497148179134992
572229,0.17284100989520665,0.06042725522270021,0.8817015461083134,0.09647675197914164,7.771577380952381,9408,1458,12.785736331350197,2.9707583927532895
575622,0.5670431911033376,0.10357103769682055,0.33909664638890935,0.11567479328380441,5.466938775510204,9800,84,1.075835675617377,1.2246813866562134
577700,0.060115857060570516,0.013454591606003166,0.1809001621785794,0.06832151287826996,5.387575757575758,9900,67,0.38153747240473823,0.8966564895308196
574674,0.3224818490986387,0.11760293559832953,0.36371719274682496,0.12965760050369285,5.563959604460341,9506,135,1.4463711009142666,1.4658595161032375
576878,0.6720924304876923,0.08081641040862365,0.29533966187164745,0.10237973549897111,5.4074747474747475,9900,74,0.8194111349374618,1.164549221223421
575636,0.7301483927625096,0.10467273182025805,0.34900300809008905,0.11916945054531537,5.3789,10000,84,1.0064913506829025,1.2576450500110175
556144,0.7574351744965722,0.1351826480475373,0.8918695380163456,0.199534549040944,8.254818467055133,8924,601,4.977888189783305,1.409970683389081
574687,0.3222560607099508,0.11780537770346927,0.36403388688475474,0.1298517593242631,5.634479054779806,9310,161,1.4557422617782287,1.4542685201708658
577692,0.11306609610335418,0.011570754724161324,0.18591159506632018,0.06920747435207923,5.3174,10000,71,0.3608143449244882,0.8588753802020155
577591,0.0723506592496349,0.02138108534429886,0.9231118459248885,-0.018053133939348452,9.1261,10000,2170,30.7362232876318,11.66515436354479
577020,0.5939559668868157,0.07683499473868356,0.28350230713533603,0.09674733233893527,5.30010101010101,9900,66,0.8153279493776069,1.0903045435289591
574661,0.29023865340183075,0.11899085678141011,0.36458671628260547,0.13088044820595177,5.464498299319728,9408,137,1.4950100672584548,1.6383918443261432
571908,0.1736195316498001,0.06189649732995235,0.8858305507405335,0.06896678153925495,8.028891377379619,8930,1528,12.804124238860062,3.1634704613641076
577209,0.3888203611485232,0.03473519116050844,0.8973293249080923,0.0016306276908108017,7.909183673469387,9800,1340,23.147991759864695,1.5537271335370317
576238,0.42430926256884083,0.09459794419568456,0.3076246287577052,0.10660371669871561,5.40466520878892,9603,86,1.125775054022179,1.2946692732212337
573961,0.767883759054303,0.12147658023424898,0.3940949714509297,0.1321666267593719,5.545520833333334,9600,109,1.154882206471905,1.259827477849682
