N,R,T,M,A,$\langle d \rangle$,S_am,max,$s_a$,$s_g$
578187,0.4503557696899454,4.9269363087685926e-05,0.21219755699537718,0.06654683394496283,5.362424242424242,9900,39,0.2542834386800349,0.8265636733888453
578188,0.5234129109614235,4.640783316937897e-05,0.21548411307522156,0.06641114308207201,5.3983,10000,40,0.2543291196389095,0.843188997744771
578248,0.22256972453500842,5.312546983565531e-05,0.1927089014812972,0.06571751553674807,5.3473,10000,40,0.2525474290822646,0.8266220378486578
577995,0.5220628834058898,0.010276260871398895,0.9190434225550613,-0.014372874109364588,7.3519,10000,201,7.700380660784323,1.4359824057812423
577930,0.9151537366465368,3.7358315888371284e-05,0.242594405847784,0.06635695775376241,5.3587,10000,43,0.26762233175030625,0.8274983836937427
578148,0.5794958434381046,4.530253723753663e-05,0.22088913985889846,0.066495835291942,5.4334,10000,39,0.2559590063093581,0.8074350183552034
578199,0.3935601362417866,5.201392452627639e-05,0.20713304966551666,0.06625565208279857,5.3488,10000,42,0.2530351326541652,0.8103609991145279
578253,0.09931246684624012,5.9118857043579896e-05,0.17979919453599238,0.06673425000491945,5.3405,10000,40,0.2598120162915178,0.7908311995619326
578261,0.19747186044380544,5.669535757956277e-05,0.19098883288706953,0.06658696688026888,5.3822,10000,40,0.24948715049968573,0.8243504816070092
578167,0.10840153381715774,0.01221051687868785,0.8953540924294288,0.021861996442228505,7.9223,10000,201,7.26461732550529,3.034296551020517
578292,0.0640868147738962,5.932867192154192e-05,0.22718209767343392,0.06668691485343393,5.3543,10000,42,0.25321007865318146,0.8290005821342987
578066,0.3960159989881247,0.010753372238175636,0.9138126889983452,-0.005427660341272958,7.4921,10000,201,7.595100667296228,1.1348083908845248
578273,0.12464884440996955,5.7814243495128214e-05,0.18298205132950487,0.06670474240818183,5.3512,10000,41,0.2495432983837572,0.7997935311812446
578095,0.29977787787542315,0.011216088297217536,0.9050476327372983,0.006119473616030738,7.4972,10000,201,7.440307219032266,1.9144185418996496
578268,0.09956853325830312,5.88066661475755e-05,0.236167243999276,0.06595360101056613,5.3708,10000,41,0.24993196977182386,0.8282760103004698
578236,0.2922314045320141,5.336500763500743e-05,0.20163616430807496,0.06708439398434773,5.37,10000,44,0.2561333168675321,0.8033960830810375
578200,0.39413163930258044,5.0174072767395636e-05,0.20743003924056497,0.06617751453709679,5.3307,10000,42,0.25716964760954447,0.8220541774728858
578026,0.8029011395213468,3.6794842259548016e-05,0.23540510518421384,0.06632976531526971,5.367676767676768,9900,41,0.25889908527167793,0.8533821511841176
577975,0.581815929034498,0.009958875668186895,0.9239416807599798,-0.01940803714329866,7.2937,10000,201,7.748048014490496,2.3479160695763324
578258,0.1970725310693483,5.5944198147624304e-05,0.19084092243318204,0.06658915082619085,5.373535353535353,9900,39,0.24988706602012822,0.8031556536416462
578097,0.299973799656427,0.011338153318986063,0.9071436149918024,0.005785027670603337,7.403737373737374,9900,201,7.483295199971089,2.2421269441497143
578109,0.2972200532008947,0.011318907506442382,0.9067760349139625,0.00577181612969919,7.3384,10000,201,7.455926995111682,1.4047336730476463
578258,0.12494827690794645,5.9302184783995406e-05,0.18230323801770035,0.0655277195660302,5.36949494949495,9900,45,0.25330752689286185,0.8195626923229564
578267,0.09931762947551559,5.9782519385536354e-05,0.22640699454308577,0.06693478093781359,5.3884,10000,40,0.2501191439485863,0.8034692143966325
578174,0.07274919043519674,0.012452167962876601,0.8936066696149934,0.021265410548757586,7.9623,10000,201,7.288765108837816,3.5689970642647184
578059,0.396230764365984,0.010906980779927545,0.9129539344982662,-0.00537250528435455,7.4671,10000,201,7.589133303949541,1.2050177552870915
578128,0.6206342548196371,4.231171925797007e-05,0.22244889188683395,0.06669420509625583,5.3667,10000,44,0.2576258683543826,0.8439463934926095
578061,0.3570946787489401,0.010946381811257516,0.9103416266270696,-0.0014352516328390256,7.55050505050505,9900,201,7.557737110643965,1.6624193636705586
578056,0.8032191574847154,3.9138439176012075e-05,0.23223639535572185,0.06653927623075699,5.3647,10000,45,0.2586698172120249,0.8296662120051803
578143,0.5799137582779533,4.655052359709478e-05,0.2212807117153513,0.06636384531170245,5.4074,10000,42,0.2592180492647359,0.8196417470729417
578255,0.19727542239987403,5.713545007537615e-05,0.19173894263386063,0.06648377821771481,5.393735333129272,9801,39,0.252388466117269,0.8471397872250084
578281,0.06445361958391789,5.92922748503349e-05,0.22648849457585588,0.0666016631779007,5.3792,10000,41,0.2502683002114407,0.8258516847199312
578123,0.6202625455118037,4.434494196970816e-05,0.22036874017535765,0.06629694795658642,5.3563,10000,40,0.2592045952998836,0.8430583479275262
578236,0.29449289428613096,5.39007648202209e-05,0.19911297707382136,0.06680527304171296,5.3479,10000,42,0.25634896787445943,0.7804545282282248
577939,0.8984219132962227,3.677726026798273e-05,0.24177221784596137,0.06617464881453085,5.3853,10000,42,0.26343933026501265,0.8204131136910818
577915,0.5821290425000548,0.009951380451933733,0.9253912437019833,-0.02137455292614104,7.195656565656566,9900,201,7.8047116531126,1.2599245037933167
578267,0.09955588481657823,6.037030278456047e-05,0.23394266303365766,0.06637309423029324,5.3036,10000,41,0.25374316054114415,0.8204663046406435
578283,0.12475984093939202,5.7547768402140375e-05,0.18226793327204852,0.06640128368509171,5.3385,10000,44,0.2492973633385481,0.8292835389823956
578047,0.8071747640355756,3.7065851657804174e-05,0.23500604618459028,0.06638358677334925,5.3696,10000,44,0.26585369461211394,0.8251288118804077
578212,0.35269250476575215,5.1516087739710286e-05,0.20256122143385943,0.06711438535582898,5.346,10000,40,0.2533437630706691,0.8213297381167718
577939,0.8983165956590031,3.5773099694030766e-05,0.24025380261057971,0.06723853824846142,5.4081,10000,41,0.26430025191557743,0.7916496132716955
577480,0.8982422537974365,0.007877342090075753,0.933043988905246,-0.011499032001776354,7.4896,10000,201,6.421554574109458,3.298633622363561
578001,0.8028750682435057,3.867708994551166e-05,0.23422883721156126,0.0659554901312311,5.2968,10000,43,0.2692429895417423,0.7965918547369593
578109,0.6201732320253381,4.37289428804506e-05,0.2197499408269507,0.06628038564350316,5.375151515151515,9900,40,0.25555114785762034,0.8086583299563319
578274,0.1250721800105576,5.865097880789125e-05,0.1817616367306415,0.06600800351240958,5.3452,10000,42,0.2525004901714579,0.8439855948350896
578228,0.2949779233065608,5.28771196075444e-05,0.19995746070015363,0.06637143259493257,5.4168,10000,42,0.2558507460157409,0.76085126607634
578140,0.5843662678965771,4.341945909363955e-05,0.2200901573764964,0.06653889733448738,5.364591836734694,9800,42,0.2556252792262982,0.8584685597217865
577555,0.8981650724897683,0.007899650735197798,0.9337000857122437,-0.010960333162650493,7.5079,10000,201,6.3866165288698395,2.5456593469721454
578040,0.8030575671883934,3.8546590029878234e-05,0.2340269010279033,0.06691724828954286,5.3869,10000,45,0.25860941709738855,0.8606391526981639
578018,0.8072320692205334,4.1074617062988624e-05,0.23474141972001766,0.06677565684025609,5.3573,10000,42,0.25994558640971344,0.8254433376864289
578077,0.7151059823257386,3.8361428109122955e-05,0.22802363652184876,0.06666994369157245,5.387171717171717,9900,42,0.2573077070716805,0.805833268188583
577949,0.8984562447809045,3.600637117033437e-05,0.2417474247669318,0.06612338335912829,5.3398,10000,41,0.266956772629623,0.841131041085241
578131,0.6188626985837618,4.5987433400824335e-05,0.22300368225154413,0.06629846154840015,5.3526,10000,40,0.2570206886690356,0.8082061664352158
578107,0.6206925925304498,4.490031404678607e-05,0.22169859103637482,0.06682550851676937,5.3917,10000,39,0.25924792440013145,0.8580834065881231
578083,0.357308669732408,0.011235921683756993,0.9098590378595132,-0.0008521441782040445,7.3237,10000,201,7.5353066710421,0.8904282287816788
578085,0.7150158944448818,4.17629488212951e-05,0.22883523477889373,0.06600663076897198,5.335050505050505,9900,41,0.2610988572007514,0.8601837517690081
578169,0.06795439849560983,0.012485104917889588,0.8955815561178571,0.020997835272525047,8.3895,10000,201,7.240610605001185,0.8418150526361621
578140,0.5838159316158126,4.3303869205760606e-05,0.2201021882264532,0.0660235104951607,5.3338,10000,40,0.2560958945163531,0.8316666127578924
578028,0.8070895806525306,3.876625018278798e-05,0.23221035038162086,0.06620161166522913,5.3812,10000,42,0.25759559067744053,0.818603831348454
578120,0.6188234626012682,4.353020088579907e-05,0.22019342567614536,0.0663691568120084,5.3876,10000,42,0.2570570307022052,0.8052207126410158
578104,0.6443678941247988,4.614678177671599e-05,0.22637507575712412,0.06619067402580979,5.4104,10000,43,0.254098204648177,0.8032305106449968
578180,0.3522165103465544,5.029699633985117e-05,0.20361441020009494,0.06685285539402172,5.322,10000,44,0.25591169409715037,0.8254843626626134
577945,0.8970360054672244,3.4926169000601224e-05,0.23780258500681228,0.06670766756299007,5.3731,10000,41,0.26178454417789737,0.8007149678481402
577946,0.8986214489177193,3.629481187295438e-05,0.23950067369952022,0.06610005440231881,5.344242424242425,9900,39,0.26234009209783676,0.8329215219509079
578013,0.8073128643686943,3.874459489284383e-05,0.2322109742801105,0.06661926586599003,5.3474,10000,39,0.262144097541579,0.8156412832105087
578064,0.7152180113810163,4.010409716925057e-05,0.2295061114591112,0.06580201288682759,5.3838,10000,42,0.2620834045754046,0.7972620183717636
577988,0.8095849375128259,3.783739725987362e-05,0.23474215382792485,0.0660043039615761,5.3262,10000,43,0.26281139196993375,0.8183161595838301
578218,0.2878049661912315,5.425860388876932e-05,0.19929402462580517,0.06699339985403356,5.4257,10000,43,0.25702189032889455,0.8195356219705678
578278,0.05982919441042128,6.097984312605378e-05,0.22891631312007424,0.06681975404957849,5.3964,10000,41,0.2521634534450535,0.8085000948500142
578152,0.5841050388552386,4.652750971379989e-05,0.22139898859940496,0.06690785585363397,5.3388,10000,40,0.25558824814805664,0.8310160196457711
578202,0.36156319251831764,5.2323921161233446e-05,0.20560431374131313,0.0662772575162181,5.4524,10000,41,0.25325591703147093,0.8497393093085474
578118,0.6441004699283298,4.369565146882857e-05,0.22304833350782705,0.06659745589435057,5.3387,10000,39,0.25294000820248796,0.8362631465783293
578031,0.8097114219300747,3.753893348732482e-05,0.2348070984714875,0.06690125772194028,5.3044,10000,40,0.2596594492334105,0.8124837654415354
578149,0.6190299677722867,4.565315523372606e-05,0.2234419941684465,0.0666039891453139,5.3966,10000,39,0.2541391980865788,0.804281740750024
577932,0.8971988864208653,3.519955148050222e-05,0.24221373830766701,0.06634578078624764,5.3706,10000,39,0.25971030988968313,0.8190400913841721
578137,0.5840913578876586,4.7154919067386245e-05,0.22151890722365894,0.06583147128664106,5.3736,10000,43,0.2573696737356545,0.821204324661941
578083,0.7151106286920866,4.164187107864019e-05,0.23071757381614436,0.06702301884971519,5.3133,10000,42,0.25722825604160876,0.8005822450456986
577983,0.8633635304124038,3.672379565865453e-05,0.23901450495552778,0.06748429581181163,5.3263,10000,42,0.259897986876269,0.7925722173325987
578217,0.3612882825093992,5.1135116310183765e-05,0.20603303303778955,0.06629624445764663,5.3507,10000,44,0.2585788658896579,0.8623001250652443
578229,0.28743583819803586,5.4387283202716316e-05,0.20052210754364458,0.06677779659676714,5.3597,10000,41,0.25795038819271676,0.796080131786163
578134,0.6441234436286056,4.162568085468355e-05,0.22601194739933161,0.06645219069989156,5.3298989898989895,9900,42,0.2520407592628576,0.7964186672415703
577682,0.8104385782635238,0.008650188498041021,0.9319487951249412,-0.017974157908074318,7.428,10000,201,6.815430902387192,0.9338789337862817
578257,0.1336152989355949,5.7338710141362e-05,0.18516925236137402,0.06633718266586214,5.3644,10000,42,0.2535130912014151,0.806087827157169
578149,0.551881197575113,4.528773324345532e-05,0.21680497310397137,0.06593450311775009,5.3905,10000,42,0.25224229848128993,0.8385212504410656
578125,0.6189378148397198,4.4117268601862484e-05,0.2217284442343065,0.06645094780561381,5.3589,10000,41,0.2592125996831461,0.8275189183400431
578166,0.0678795403711156,0.012480626358891297,0.8922553386547175,0.022684345524551796,8.2538,10000,201,7.261498460954344,0.8339554473009073
578114,0.6438160090552517,4.224507059025191e-05,0.2235431071326737,0.06607015696838665,5.3752,10000,41,0.2541563117655303,0.8219443029666289
577569,0.8642667324041461,0.008150639079995753,0.9333214325976051,-0.013406941268166096,7.4741,10000,201,6.462593976449283,2.956300499528097
578253,0.13329108581709578,5.7593606656517484e-05,0.18415539652013094,0.06594710468010474,5.3379,10000,43,0.2563067737856283,0.8242249558595327
578234,0.36092612406572544,5.135791259412132e-05,0.20512514928102782,0.06635026909379452,5.368533823079278,9801,43,0.25643766915880345,0.8231791207013917
578251,0.28747300912881923,5.403220304240086e-05,0.19779086960975317,0.0666465119638646,5.350606060606061,9900,41,0.2510284319388806,0.8235249402045244
578284,0.05964179096772195,6.047440971975684e-05,0.22939806849108352,0.06623414523732515,5.3608,10000,41,0.25318118958438945,0.793070401502594
577679,0.8110578356451157,0.008747659321823044,0.9351545742083412,-0.0185189143337024,7.5109,10000,201,6.831224985773551,1.3266167239060884
578192,0.4570411164702071,4.7453549600501876e-05,0.21216356621758137,0.06632128422266044,5.3414,10000,42,0.25320113614215894,0.8174045340420644
577959,0.838102527236096,3.8292973430294926e-05,0.2355964823487905,0.06643508821555862,5.4384,10000,39,0.26109076774813655,0.7981149672592115
578135,0.551819762286735,4.35423829287744e-05,0.2178925367797666,0.06616987085973912,5.3453,10000,43,0.25465571005437476,0.8220299826253762
578227,0.28777708799314405,5.572632392393171e-05,0.19861152083676617,0.06652039163752847,5.3613,10000,42,0.25337661245300175,0.8585637779801278
577975,0.8635284764177548,3.669214993974804e-05,0.23856598770508228,0.06676308126142624,5.3473,10000,43,0.26321661877580915,0.8147790083332865
578278,0.13205024787073807,5.841743497777147e-05,0.18342769071470555,0.06646628011787725,5.3461,10000,41,0.2511965704804273,0.8253400479105959
578177,0.4572029648979929,4.753278919592306e-05,0.21078355331904297,0.06619472040150826,5.3668,10000,41,0.2553576867259954,0.7972056308852495
578266,0.13366486017663937,5.8540933570798485e-05,0.18463622405037217,0.0669477888177067,5.371594735231099,9801,41,0.24667973030754628,0.7886594198417338
578231,0.36098368738214687,5.167194328648646e-05,0.20564636787328536,0.06640367217583464,5.3403,10000,39,0.2484425331199954,0.8244042448440244
578228,0.35972168265575977,5.164890373474721e-05,0.20590066548108693,0.06709587063314351,5.4229,10000,41,0.2532460630824551,0.8086886253047386
577589,0.8645424168074559,0.008182509364051405,0.9340937630238467,-0.012578392342991357,7.398181818181818,9900,201,6.358470086256997,2.4302370885597373
577971,0.8914608821126512,3.4750621210436516e-05,0.24010129333483643,0.06698541904651553,5.3357,10000,44,0.25875680172503035,0.8689668595167047
578278,0.13177662851913852,5.767762216751397e-05,0.1852402762044355,0.06652800696836596,5.3821,10000,41,0.25146110507838276,0.8485139844262177
577988,0.8380070185945,3.959728308641732e-05,0.2359157274141012,0.06708737283003804,5.331919191919192,9900,41,0.26778717581898953,0.8186460845101469
578160,0.5523311207164697,4.5863496360749565e-05,0.2168530389548666,0.06646684491276975,5.3773,10000,43,0.2552189838948348,0.8358327529405254
578210,0.3596517290290772,5.169633728816584e-05,0.20526544352661233,0.06653730254496823,5.3726,10000,40,0.2521623952333865,0.8041311287953946
578186,0.45728143686297995,4.8755340936527474e-05,0.20989372853239166,0.06619460729901305,5.3578,10000,42,0.2570117802796284,0.8036571438896257
578275,0.03430154143203592,6.336249216011193e-05,0.2261041514081122,0.06637406188092766,5.3861,10000,41,0.2530150132355609,0.7699093038786953
578239,0.31996427460541377,5.314011844437574e-05,0.2027924558535745,0.0658925227279389,5.3549,10000,41,0.2506684340524373,0.8332108736772396
578156,0.5518680328704606,4.7234232099608307e-05,0.21537047805998233,0.06613704324368315,5.352323232323232,9900,43,0.254049009890968,0.8051600682528365
578282,0.1333313543254444,5.726397088645213e-05,0.18393789706801508,0.06709231856548978,5.3357,10000,40,0.24534691906412678,0.847710318309563
577929,0.8914430710416508,3.52003262706104e-05,0.24132446626403298,0.0668194221878658,5.3568,10000,39,0.26444565855745616,0.8346566773417797
578290,0.027179436215069974,6.191071588776761e-05,0.22860019125415848,0.06643771456015463,5.3724,10000,39,0.25336348149542387,0.8481381608755988
578263,0.13205437797415845,5.762288298664708e-05,0.18364657147474353,0.06660702496774282,5.39040404040404,9900,41,0.25129247780824465,0.8131713194198869
578265,0.034215841786063225,6.210950446548005e-05,0.2265918718839163,0.06645546900539119,5.3415,10000,44,0.2521469410349687,0.8170941046647519
577967,0.8711694258769048,3.5240541620683465e-05,0.2388640540608133,0.06656223121875324,5.3707,10000,42,0.2572076802473229,0.8264052914185598
577967,0.8381273078566183,3.7563926703749476e-05,0.23792919147340894,0.06629895056802297,5.37,10000,39,0.26081609653538507,0.8333166498673944
578175,0.4573359026018361,4.656571617437298e-05,0.21230677795680553,0.06609963976124268,5.403636363636363,9900,41,0.2507703177949691,0.8248888720127067
578063,0.3638930871103344,0.010925224197220591,0.9095154900906931,-0.0020042723970340784,7.3297,10000,201,7.582857436033945,1.069087389120503
578146,0.611712973300172,4.380510823715094e-05,0.22299957578947158,0.06697430781447399,5.251313131313132,9900,40,0.2580964552873509,0.8330790871380452
578253,0.32004455349064725,5.362150502620587e-05,0.20230980011124486,0.06623658293831801,5.3443,10000,41,0.25191203773611526,0.7941103350759623
577971,0.8714172320821271,3.737687690350526e-05,0.23612539731401616,0.06586766624886142,5.3717,10000,40,0.2582851596972165,0.8147849301957525
578000,0.8381660275761843,3.973746047807398e-05,0.23685309238220165,0.06716801208659792,5.367373737373738,9900,43,0.26037209232377884,0.789074381472486
577938,0.8915641346981604,3.52850976708734e-05,0.24059273079315996,0.06593401373662783,5.3814,10000,43,0.2632938352678475,0.8195799389895927
578270,0.13159464583717842,5.846350230452204e-05,0.18602158407855424,0.06628345472508057,5.3714,10000,45,0.25500667250754877,0.8299689643317016
578097,0.6524698663782478,4.2609095530352514e-05,0.2237957557711853,0.06606603035100021,5.3807,10000,44,0.25696374783189924,0.8494465107392815
578280,0.034299218248861965,6.022955878316343e-05,0.22508510230231688,0.06658811948048898,5.376060606060606,9900,41,0.25046698541528356,0.8337612341223408
578281,0.031845162422770294,6.156136117628695e-05,0.2268964217500502,0.06692229707766016,5.327575757575757,9900,46,0.2500871625870721,0.8414814691849026
577977,0.8915507118620443,3.808519167260764e-05,0.2414113070227092,0.06621592690503761,5.4006,10000,41,0.2619898860062585,0.8474321625307285
578188,0.03591331429183569,0.012726543469826596,0.8922596755592547,0.022477710530162103,8.314545454545454,9900,201,7.2301226616937955,2.8985446070199083
578097,0.65271767258347,4.450840105957375e-05,0.22555914418220183,0.06736372343418563,5.4263,10000,40,0.253401991671803,0.8573271619452376
577994,0.8378751134165119,3.618445831041367e-05,0.2378386062589843,0.06635359950719194,5.345,10000,40,0.26086163456642,0.8416801676295036
578151,0.5517234792507476,4.322264420115187e-05,0.22058461437462545,0.06636597156586914,5.4019,10000,41,0.25947093955424294,0.8490072064416342
578211,0.360089003728709,5.276118511120142e-05,0.20542146911643777,0.06712765166172269,5.3807,10000,44,0.2504456863065802,0.8184586380467417
578298,0.17353713672836438,5.5340630073373774e-05,0.22955654012164184,0.06684453273730459,5.3121,10000,41,0.25432124585829874,0.8157835591582816
578269,0.034190803034077226,6.13857329937472e-05,0.22355137651040605,0.0667724526178802,5.3452,10000,43,0.24938778382031843,0.8415127407393611
578170,0.5519070107214904,4.602722187175666e-05,0.22036368004529455,0.06675667974335736,5.378787878787879,9900,39,0.2559060621753633,0.8340547210188342
578240,0.1332946996575886,5.7822879988044764e-05,0.18442588615265865,0.06655718870898003,5.3975,10000,43,0.2459598874300726,0.8015147482032204
578236,0.40904337770182975,4.973295475502997e-05,0.20916127877050758,0.06660481415028909,5.3771,10000,40,0.2528659576162263,0.8237935773397397
578283,0.027094769094952367,6.246155130325753e-05,0.2270464754844745,0.06630599822681424,5.3235,10000,41,0.2533133460944073,0.8220708789517553
578267,0.034064576748292136,6.083892723786675e-05,0.2243100038335998,0.066025547332792,5.3387,10000,42,0.2530733645713608,0.7940892838089288
577951,0.8711632307217743,3.6109221682560264e-05,0.2387126139794497,0.06681696870382148,5.3697,10000,41,0.2647248772736926,0.8388316111663137
578004,0.8381440864017635,3.6374418377550914e-05,0.23616500163302642,0.06639021888106394,5.3549,10000,43,0.2628050930149332,0.8267008177154215
578210,0.40890785868334883,5.055565933092951e-05,0.2088078155145706,0.06581874135549168,5.3565,10000,40,0.2505692670039199,0.8486267658157496
578038,0.3638644345178556,0.01097858803242644,0.9104939726173101,-0.003495761469773975,7.427676767676767,9900,201,7.600368540185517,3.0246267240771765
578127,0.6115348625901685,4.559517919191824e-05,0.22125313218461487,0.06641385541566128,5.2687,10000,41,0.256111926111094,0.8435079346890946
577973,0.8712497047621383,3.7070608004074675e-05,0.23906312928339438,0.06686178967135396,5.3537,10000,46,0.2612391680981555,0.8408900852668526
578008,0.838015020669877,3.776024705920087e-05,0.23674414770278712,0.06696181080885104,5.3267,10000,42,0.25759274427208345,0.7876258820819801
578187,0.43379844320914196,4.882211452862245e-05,0.2101911166928855,0.06623161707357872,5.3998,10000,40,0.2510158158950911,0.7977174321027787
578089,0.6524618643028708,4.305091148295807e-05,0.22467203449363843,0.06670181642368876,5.3608,10000,44,0.26116803123273297,0.8527218072253674
